intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
150000,9.89203372761441e-06,0.5813953488372093,9.89203372761441e-06,1.3845463676332005e-05,6.38,4.0,11.052402453765426,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_009388305.2 Aeromonas phage PS2, ASM938830v2",d9aad3e3189904418d2d29990b45ef93,0.5813953488372093,150000,0,4866000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.68953703905506,0.9826578053909638,0.836097422223012,0.9826578053909638,False,957,957,69120112
124000,8.177414548161245e-06,0.3237597911227154,8.177414548161245e-06,2.2858759256640093e-06,1.2741935483870968,1.0,0.5133493697690177,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004146585.1 Escherichia phage Ecwhy_1, ASM414658v1",a8ee1912ceea427ee868e98bfe63492d,0.3237597911227154,124000,1,4742000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6853159492141403,0.9642746264859597,0.82479528785005,0.9642746264859597,False,158,1115,69120112
96000,6.330901585673223e-06,0.3950617283950617,6.330901585673223e-06,1.924186696919704e-06,1.3854166666666667,1.0,0.6826692657421226,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000920195.1 Aeromonas phage PX29, ViralProj240747",7dc2b97de1aacb561b67f3008c713def,0.3950617283950617,96000,2,4646000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6796813302603524,0.9704858156417083,0.8250835729510304,0.9704858156417083,False,133,1248,69120112
86000,5.671432670498928e-06,0.455026455026455,5.671432670498928e-06,2.864578691654898e-06,2.302325581395349,2.0,1.356035324382628,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_013348645.1 Escherichia virus TH57, ASM1334864v1",6d2da72a7c915db697b827f512d0af1c,0.455026455026455,86000,3,4560000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6772738121344092,0.9749198749211858,0.8260968435277976,0.9749198749211858,False,198,1446,69120112
80000,5.275751321394352e-06,0.41025641025641024,5.275751321394352e-06,1.6782380213735765e-06,1.45,1.0,0.65,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_016759175.1 Klebsiella phage vB_KpnM_M1, ASM1675917v1",eebddf29e73c7114a9ce9b074f5e946f,0.41025641025641024,80000,4,4480000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6756956250309487,0.9716680336128526,0.8236818293219006,0.9716680336128526,False,116,1562,69120112
79000,5.2098044298769226e-06,0.30038022813688214,5.2098044298769226e-06,1.7505758671224376e-06,1.5316455696202531,1.0,0.808740903542445,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_902726445.1 uncultured phage, R2_PHAGE_CIR_49_23",9f60e879fe4a5d2df1b41dfb1cd7f2f2,0.30038022813688214,79000,5,4401000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6754215055488788,0.9619459898120554,0.8186837476804671,0.9619459898120554,False,121,1683,69120112
79000,5.2098044298769226e-06,0.4540229885057471,5.2098044298769226e-06,2.517357032060365e-06,2.2025316455696204,2.0,1.4086509107082081,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_017347895.1 Aeromonas phage vB_AsM_ZHF, ASM1734789v1",319e2396027f54c35b8dac4ad90402c7,0.4540229885057471,79000,6,4322000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6754215055488788,0.9748504464951208,0.8251359760219998,0.9748504464951208,False,174,1857,69120112
71000,4.6822292977374876e-06,0.2317596566523605,3.5611321419411875e-06,2.864578691654898e-06,3.6666666666666665,2.5,3.872983346207417,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021497835.1 Aeromonas phage pAEv1810, ASM2149783v1",2c3ff33b091ee2879e9746b8d8db9bc4,0.30472103004291845,54000,7,4268000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6730992686044801,0.9623913063835017,0.8177452874939909,0.9623913063835017,False,198,2055,69120112
47000,3.0995039013191817e-06,0.11244019138755981,3.0995039013191817e-06,9.943560276638441e-05,146.2340425531915,15.0,352.7466219067682,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.11244019138755981,47000,8,4221000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6642013408307221,0.9319327349480029,0.7980670378893625,0.9319327349480029,False,6873,8928,69120112
43000,2.835716335249464e-06,0.8775510204081632,2.835716335249464e-06,2.2482602458746017e-05,36.13953488372093,18.0,88.21421638192275,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002607975.1 Aeromonas phage phiARM81mr, ASM260797v1",67901bbdf234461e05f0aa2dc11d1745,0.8775510204081632,43000,9,4178000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,,,,,False,1554,10482,69120112
39000,2.5719287691797467e-06,0.2565789473684211,2.5719287691797467e-06,8.680541489863327e-07,1.5384615384615385,1.0,0.8426500884694864,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003991685.1 Lactobacillus phage Lpa804, ASM399168v1",5acb99992e3f0032993fc2edea1aa62f,0.2565789473684211,39000,10,4139000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6602155851582365,0.9570675986526417,0.808641591905439,0.9570675986526417,False,60,10542,69120112
39000,2.5719287691797467e-06,0.5416666666666666,2.5719287691797467e-06,3.4143463193462417e-06,6.051282051282051,2.0,9.292811442733068,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000881335.1 Sulfitobacter phage EE36phi1 strain=EE36P1, ViralProj38079",c58f9dfe31ee12c2228017334481ab9d,0.5416666666666666,39000,11,4100000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,,,,,False,236,10778,69120112
38000,2.505981877662317e-06,0.6551724137931034,2.505981877662317e-06,9.259244255854214e-06,16.842105263157894,12.5,16.208390153168843,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_012360715.1 Aeromonas phage PS, ASM1236071v1",17e1722ed48c63b93e97eeae1a300bf9,0.6551724137931034,38000,12,4062000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,,,,,False,640,11418,69120112
78000,5.143857538359493e-06,0.2375,2.505981877662317e-06,1.302081223479499e-06,2.3684210526315788,2.0,2.0701010988733826,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000901975.1 Aeromonas phage Aes508, ViralProj181986",8e0487f1749fe5ec6213c7908c1a62f1,0.4875,38000,13,4024000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6751440073449957,0.9770902174007666,0.8261171123728812,0.9770902174007666,False,90,11508,69120112
36000,2.3740880946274584e-06,0.5901639344262295,2.3740880946274584e-06,2.1122650958667428e-06,4.055555555555555,5.0,2.426067284544228,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004146505.1 Pseudomonas phage PaSz-4, ASM414650v1",f0465b9388b69636c8fa62e2a0821067,0.5901639344262295,36000,14,3988000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,,,,,False,146,11654,69120112
66000,4.35249484015034e-06,0.18848167539267016,2.3740880946274584e-06,1.1718731011315492e-06,2.25,1.5,1.552328000849763,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_013348345.1 Escherichia virus TH15, ASM1334834v1",098342c85c7c187df26e6d19692e3139,0.34554973821989526,36000,15,3952000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6715155487146078,0.9663028137220364,0.8189091812183221,0.9663028137220364,False,81,11735,69120112
35000,2.308141203110029e-06,0.2916666666666667,2.308141203110029e-06,1.24421094688041e-06,2.4571428571428573,1.0,2.2083330124502396,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_022401875.1 Aeromonas phage phiA047, ASM2240187v1",374b5cc5c67da4448618630f48b3dd81,0.2916666666666667,35000,16,3917000,output_dir/fastp/fP2R_2.fq.gz,fP2R,2b85d1b6,15163717000,31,DNA,1000,15163717,True,0.6579149483000768,0.9610329625266093,0.809473955413343,0.9610329625266093,False,86,11821,69120112
