intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
28000,1.6553222897718523e-06,0.06698564593301436,1.6553222897718523e-06,8.156111748634578e-05,91.17857142857143,10.0,231.88729614242538,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.06698564593301436,28000,0,199000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,0.6508971062193787,0.9164915043925606,0.7836943053059696,0.9164915043925606,False,2553,2553,31301680
11000,6.503051852675133e-07,0.061452513966480445,6.503051852675133e-07,3.514188375831585e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002956635.1 Campylobacter phage A11a, ASM295663v1",4d6e8acadae4735629d80bae0a69ee36,0.061452513966480445,11000,1,188000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,0.6315723900296206,0.9139462053217614,0.772759297675691,0.9139462053217614,False,11,2564,31301680
15000,8.867797980920637e-07,0.03278688524590164,4.729492256491006e-07,1.0862036798024898e-06,4.25,3.0,3.8649062084350767,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.06147540983606557,8000,2,180000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,0.6379229862067549,0.9139571877442356,0.7759400869754953,0.9139571877442356,False,34,2598,31301680
6000,3.547119192368255e-07,0.0002514774299006664,3.547119192368255e-07,1.8529356890748356e-06,9.666666666666666,1.0,12.310790208412925,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003165.1 uncultured marine virus, ASM200316v1",ebbedbb39603c34982423f706f6a4527,0.0002514774299006664,6000,3,174000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,0.6193433471262932,0.7653975450774922,0.6923704461018927,0.7653975450774922,True,58,2656,31301680
4000,2.364746128245503e-07,0.08163265306122448,2.364746128245503e-07,1.2778866821205763e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_013088825.1 uncultured human fecal virus, ASM1308882v1",efe2e01011b51e2a8edcd34903b6a9e1,0.08163265306122448,4000,4,170000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,,,,,True,4,2660,31301680
3000,1.7735595961841275e-07,0.037037037037037035,1.7735595961841275e-07,9.584150115904322e-08,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_013317075.1 Escherichia phage CMS-2020a, ASM1331707v1",cd4ffe574b46bc7e0a74041db0fcfdf9,0.037037037037037035,3000,5,167000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,,,,,True,3,2663,31301680
3000,1.7735595961841275e-07,0.03260869565217391,1.7735595961841275e-07,9.584150115904322e-08,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_015161205.1 crAssphage cr7_1, ASM1516120v1",13724afb55237b255285777d4bb52e47,0.03260869565217391,3000,6,164000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,,,,,True,3,2666,31301680
6000,3.547119192368255e-07,0.00011912798316324504,1.7735595961841275e-07,3.39278914103013e-05,354.0,6.0,495.6860565586515,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002013235.1 uncultured marine virus, ASM201323v1",82c79b3b01a7cc41c7203df9ac3beb14,0.0002382559663264901,3000,7,161000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,0.6193433471262932,0.7640652437236507,0.6917042954249719,0.7640652437236507,True,1062,3728,31301680
3000,1.7735595961841275e-07,0.030927835051546393,1.7735595961841275e-07,9.584150115904322e-08,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_015160985.1 crAssphage cr1_1, ASM1516098v1",ba7e09eea7cfa8cfa8f7782111bae330,0.030927835051546393,3000,8,158000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,0.6056487592104187,0.8939260585366567,0.7497874088735377,0.8939260585366567,True,3,3731,31301680
3000,1.7735595961841275e-07,0.075,1.7735595961841275e-07,9.584150115904322e-08,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_007923675.1 Pseudomonas phage H71, ASM792367v1",5dd664a0611b7454b0a6b41e79aea782,0.075,3000,9,155000,output_dir/fastp/JK2_2.fq.gz,JK2,f2a34008,16915135000,31,DNA,1000,16915135,True,,,,,True,3,3734,31301680
