intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
38000,1.9111650260823734e-05,0.2122905027932961,1.9111650260823734e-05,5.798948097174028e-06,1.1578947368421053,1.0,0.43080804062486583,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002956635.1 Campylobacter phage A11a, ASM295663v1",4d6e8acadae4735629d80bae0a69ee36,0.2122905027932961,38000,0,115000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,0.7043423671137327,0.9512355723435268,0.8277889697286298,0.9512355723435268,False,44,44,7587583
18000,9.052886965653346e-06,0.0430622009569378,9.052886965653346e-06,0.00020362215477576982,85.83333333333333,2.0,263.13563253788175,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.0430622009569378,18000,1,97000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,0.6875680898961762,0.9035217006639926,0.7955448952800844,0.9035217006639926,False,1545,1589,7587583
12000,6.035257977102231e-06,0.021238938053097345,6.035257977102231e-06,1.9769141240366004e-06,1.25,1.0,0.4330127018922193,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003814025.1 Barrevirus sp., ASM381402v1",3420cd27f67e11aeddda7b956d4e7e5b,0.021238938053097345,12000,2,85000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,0.6786335864545703,0.8831542065800374,0.7808938965173038,0.8831542065800374,False,15,1604,7587583
5000,2.5146908237925964e-06,0.13513513513513517,2.5146908237925964e-06,7.907656496146402e-07,1.2,1.0,0.4000000000000001,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000903395.1 Enterobacteria phage IME10, ViralProj181235",af864914f6f7faf6e18ae9d7a9c1fbc9,0.13513513513513517,5000,3,80000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,,,,,True,6,1610,7587583
14000,7.04113430661927e-06,0.020491803278688523,2.5146908237925964e-06,1.0543541994861867e-06,1.6,1.0,1.2000000000000002,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.05737704918032787,5000,4,75000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,0.6820165657089363,0.9119253679294521,0.7969709668191942,0.9119253679294521,False,8,1618,7587583
3000,1.5088144942755577e-06,0.02027027027027027,1.5088144942755577e-06,9.225599245504135e-07,2.3333333333333335,1.0,1.8856180831641267,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_016882625.1 Staphylococcus phage PhiSepi-HH3, ASM1688262v1",7d02b57b65ebfdf70f0bdccded655046,0.02027027027027027,3000,5,72000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,0.648954218056372,0.8818253223232826,0.7653897701898273,0.8818253223232826,True,7,1625,7587583
3000,1.5088144942755577e-06,0.007692307692307693,1.5088144942755577e-06,5.271770997430934e-07,1.3333333333333333,1.0,0.4714045207910317,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_902725985.1 uncultured phage, LP_PHAGE_38_17",d1040d1df4f84bf1e5b73474ad0ecfdb,0.007692307692307693,3000,6,69000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,0.648954218056372,0.85468932355846,0.751821770807416,0.85468932355846,True,4,1629,7587583
3000,1.5088144942755577e-06,0.06666666666666667,1.5088144942755577e-06,3.953828248073201e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003958845.1 Escherichia phage 500465-1, ASM395884v1",cc93fea524332b308deabfa4931f75af,0.06666666666666667,3000,7,66000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,,,,,True,3,1632,7587583
3000,1.5088144942755577e-06,0.06818181818181818,1.5088144942755577e-06,7.907656496146402e-07,2.0,1.0,1.4142135623730951,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000847205.1 Enterobacteria phage phiP27, ViralProj14599",e1e87bd81c289afc4d948865acdd8877,0.06818181818181818,3000,8,63000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,,,,,True,6,1638,7587583
3000,1.5088144942755577e-06,0.07142857142857142,1.5088144942755577e-06,3.953828248073201e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_014488515.1 Escherichia phage DN1, ASM1448851v1",a10ac70f83b2add48dd24207f82eecf5,0.07142857142857142,3000,9,60000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,,,,,True,3,1641,7587583
2000,1.0058763295170386e-06,0.04,1.0058763295170386e-06,3.953828248073201e-07,1.5,1.5,0.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_020485915.1 Salmonella phage seszw, ASM2048591v1",86b6271cd72c4c0c89c4d937c39c71b3,0.04,2000,10,58000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,,,,,True,3,1644,7587583
2000,1.0058763295170386e-06,0.07142857142862012,1.0058763295170386e-06,2.635885498715467e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002958585.1 Propionibacterium phage pa29399-1-D_1, ASM295858v1",2fa6853e92cdedf83fea1def64aeb477,0.07142857142862012,2000,11,56000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,,,,,True,2,1646,7587583
2000,1.0058763295170386e-06,0.06250000000000078,1.0058763295170386e-06,3.953828248073201e-07,1.5,1.5,0.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_022516455.1 Staphylococcus phage ECel-2020c, ASM2251645v1",66aea475431a75ed6da230fbdd281abd,0.06250000000000078,2000,12,54000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,,,,,True,3,1649,7587583
2000,1.0058763295170386e-06,0.015384615384615385,1.0058763295170386e-06,3.953828248073201e-07,1.5,1.5,0.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003628075.1 Escherichia virus P1, ASM362807v1",58c2c14256e48af3de5448b839960fcd,0.015384615384615385,2000,13,52000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,0.6405214769506221,0.8740150761571938,0.7572682765539079,0.8740150761571938,True,3,1652,7587583
2000,1.0058763295170386e-06,0.031746031746031744,1.0058763295170386e-06,2.635885498715467e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002608155.1 Escherichia phage Rac-SA53, ASM260815v1",13c24962cb05c70592e7e7769b086b91,0.031746031746031744,2000,14,50000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,,,,,True,2,1654,7587583
2000,1.0058763295170386e-06,4.284949116229245e-05,1.0058763295170386e-06,2.635885498715467e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003225.1 uncultured marine virus, ASM200322v1",a701f42f5ceb5e38eaef576398ed12f2,4.284949116229245e-05,2000,15,48000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,0.6405214769506221,0.7229279595237427,0.6817247182371824,0.7229279595237427,True,2,1656,7587583
1000,5.029381647585193e-07,0.008264462809917356,5.029381647585193e-07,1.18614847442196e-06,9.0,9.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021461835.1 Bovine alphaherpesvirus 2 strain=C1Z FZR, ASM2146183v1",8ebff13636684f5841f9d1c650599d2e,0.008264462809917356,1000,16,47000,output_dir/fastp/MG3_2.fq.gz,MG3,9873c320,1988316000,31,DNA,1000,1988316,True,0.6263586095866536,0.8566696383930442,0.7415141239898488,0.8566696383930442,True,9,1665,7587583
