intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
33000,1.6257795428160128e-06,0.07894736842105263,1.6257795428160128e-06,0.00011424296250061648,152.3939393939394,16.0,338.29366294317646,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.07894736842105263,33000,0,253000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,0.6505191013392172,0.9213618949484307,0.7859404981438239,0.9213618949484307,False,5029,5029,44020217
14000,6.897246545280054e-07,0.19718309859154928,6.897246545280054e-07,4.997703668748384e-07,1.5714285714285714,1.0,0.82065180664829,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002955325.1 Erysipelothrix phage phi1605, ASM295532v1",6f0e1dd2a6f0b3531697911e11474e12,0.19718309859154928,14000,1,239000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,,,,,False,22,5051,44020217
8000,3.9412837401600307e-07,0.0446927374301676,3.9412837401600307e-07,1.8173467886357762e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002956635.1 Campylobacter phage A11a, ASM295663v1",4d6e8acadae4735629d80bae0a69ee36,0.0446927374301676,8000,2,231000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,0.6214521112730659,0.9046055681490611,0.7630288397110635,0.9046055681490611,False,8,5059,44020217
19000,9.360548882880074e-07,0.03278688524590164,3.9412837401600307e-07,4.089030274430496e-07,2.25,1.5,1.920286436967152,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.0778688524590164,8000,3,223000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,0.6390367712181627,0.9209531573012981,0.7799949642597304,0.9209531573012981,False,18,5077,44020217
7000,3.448623272640027e-07,0.00023804665714480039,3.448623272640027e-07,1.0904080731814657e-06,6.857142857142857,2.0,7.159979477795238,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003145.1 uncultured marine virus, ASM200314v1",b7389bd607efa11f6cb82d2130f7f272,0.00023804665714480039,7000,4,216000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,0.6187809855225748,0.7640435817549373,0.691412283638756,0.7640435817549373,False,48,5125,44020217
6000,2.9559628051200233e-07,0.08333333333333333,2.9559628051200233e-07,1.8173467886357762e-07,1.3333333333333333,1.0,0.4714045207910317,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000881335.1 Sulfitobacter phage EE36phi1 strain=EE36P1, ViralProj38079",c58f9dfe31ee12c2228017334481ab9d,0.08333333333333333,6000,5,210000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,,,,,True,8,5133,44020217
5000,2.463302337600019e-07,0.11904761904761904,2.463302337600019e-07,1.590178440056304e-07,1.4,1.0,0.4898979485566356,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002601345.1 Vibrio phage 24, ASM260134v1",4bcaab88a7faeb3eb42253cd938bffe8,0.11904761904761904,5000,6,205000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,,,,,True,7,5140,44020217
8000,3.9412837401600307e-07,0.13513513513513517,2.463302337600019e-07,1.590178440056304e-07,1.4,1.0,0.4898979485566356,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004785185.1 Streptococcus phage Javan630, ASM478518v1",a64fb473d0f0990ffb5ef4ef505dde93,0.21621621621621626,5000,7,200000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,,,,,False,7,5147,44020217
6000,2.9559628051200233e-07,0.00010712372790573112,2.463302337600019e-07,7.042218805963632e-07,6.2,5.0,4.621688003316538,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003225.1 uncultured marine virus, ASM200322v1",a701f42f5ceb5e38eaef576398ed12f2,0.00012854847348687734,5000,8,195000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,0.6157116711653156,0.749007264374347,0.6823594677698313,0.749007264374347,True,31,5178,44020217
4000,1.9706418700800154e-07,0.04597701149425287,1.9706418700800154e-07,2.044515137215248e-07,2.25,2.0,1.299038105676658,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004028855.1 Cyanobacteria phage AS-1, ASM402885v1",2d260a043c5abf8dd840c810b87847bc,0.04597701149425287,4000,9,191000,output_dir/fastp/sP3R_2.fq.gz,sP3R,79ba1efb,20297955000,31,DNA,1000,20297955,True,,,,,True,9,5187,44020217
