intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
46000,7.389006283064799e-06,0.11004784688995216,7.389006283064799e-06,0.0003320403395499165,112.0,26.0,205.75608184787953,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.11004784688995216,46000,0,335000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,0.683078344635293,0.931286432171026,0.8071823884031595,0.931286432171026,False,5152,5152,15516187
40000,6.425222854838956e-06,0.5633802816901409,6.425222854838956e-06,3.151547477482709e-05,12.225,8.0,12.384440843251664,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002955325.1 Erysipelothrix phage phi1605, ASM295532v1",6f0e1dd2a6f0b3531697911e11474e12,0.5633802816901409,40000,1,295000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,False,489,5641,15516187
24000,3.855133712903373e-06,0.5405405405405407,3.212611427419478e-06,6.122638248688289e-06,4.75,3.5,3.433292880020579,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004785185.1 Streptococcus phage Javan630, ASM478518v1",a64fb473d0f0990ffb5ef4ef505dde93,0.6486486486486488,20000,2,275000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,False,95,5736,15516187
14000,2.2488279991936347e-06,0.2641509433962264,2.2488279991936347e-06,2.900197065168137e-06,3.2142857142857144,3.0,1.5202711895566259,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002616785.1 Streptococcus phage IPP61, ASM261678v1",22f0f0a749a341da6c668265c268cb07,0.2641509433962264,14000,3,261000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,False,45,5781,15516187
19000,3.051980856048504e-06,0.036885245901639344,1.4456751423387651e-06,2.436165534741235e-05,42.0,2.0,63.620402038619304,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.0778688524590164,9000,4,252000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,0.6638703676735767,0.9209531573012981,0.7924117624874374,0.9209531573012981,False,378,6159,15516187
7000,1.1244139995968173e-06,0.08045977011494253,1.1244139995968173e-06,1.8690158864416883e-06,4.142857142857143,2.0,3.3135467156409146,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004028855.1 Cyanobacteria phage AS-1, ASM402885v1",2d260a043c5abf8dd840c810b87847bc,0.08045977011494253,7000,5,245000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,False,29,6188,15516187
7000,1.1244139995968173e-06,0.05185185185185185,1.1244139995968173e-06,4.5114176569282133e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_010120795.1 Escherichia phage naswa, ASM1012079v1",0c79e6c84613bb93f6d1e36b4328633a,0.05185185185185185,7000,6,238000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,0.6428274222549375,0.9089516512697641,0.7758895367623508,0.9089516512697641,False,7,6195,15516187
7000,1.1244139995968173e-06,0.09090909090909091,9.637834282258433e-07,1.0311811787264488e-06,2.6666666666666665,1.5,2.4944382578492945,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002610805.1 Streptococcus phage phiJH1301-2, ASM261080v1",d6ff31a824f32bf41ea11c2586d1465e,0.10606060606060606,6000,7,232000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,False,16,6211,15516187
6000,9.637834282258433e-07,0.17142857142857154,9.637834282258433e-07,5.800394130336274e-07,1.5,1.5,0.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003601415.1 Corynebacterium phage Juicebox, ASM360141v1",c0571a760f84d5fdafc1f663c4d271c0,0.17142857142857154,6000,8,226000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,True,9,6220,15516187
6000,9.637834282258433e-07,0.13333333333333333,9.637834282258433e-07,1.2245276497376578e-06,3.1666666666666665,2.0,3.531603350069515,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_017348805.1 Pseudomonas phage vB_PstS-pAN, ASM1734880v1",5cf017bd179c044cb9ab8fc2344d6d70,0.13333333333333333,6000,9,220000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,True,19,6239,15516187
5000,8.031528568548695e-07,0.03225806451612903,8.031528568548695e-07,5.800394130336274e-07,1.8,2.0,0.4000000000000001,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003345025.1 Escherichia virus KFS-EC, ASM334502v1",b5001cdaa2a29176d4d845f05496ee36,0.03225806451612903,5000,10,215000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,0.6358879384880263,0.8951412241669829,0.7655145813275046,0.8951412241669829,True,9,6248,15516187
5000,8.031528568548695e-07,0.00020956452491722202,8.031528568548695e-07,2.5779529468161217e-06,8.0,6.0,5.059644256269407,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003165.1 uncultured marine virus, ASM200316v1",ebbedbb39603c34982423f706f6a4527,0.00020956452491722202,5000,11,210000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,0.6358879384880263,0.7609091931658404,0.6983985658269334,0.7609091931658404,True,40,6288,15516187
5000,8.031528568548695e-07,0.10416666666666667,8.031528568548695e-07,3.222441183520152e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_006535715.1 Corynebacterium phage Lederberg, ASM653571v1",16f5bf82d4fcacd5052f1f44ca630972,0.10416666666666667,5000,12,205000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,True,5,6293,15516187
4000,6.425222854838956e-07,0.027586206896551724,6.425222854838956e-07,2.577952946816122e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000883175.1 Helicoverpa armigera NPV NNg1 strain=NNg1, ViralProj32205",61c944dfca4fa09de0d1900999c9e477,0.027586206896551724,4000,13,201000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,0.6313271376586032,0.8906349664361826,0.7609810520473929,0.8906349664361826,True,4,6297,15516187
5000,8.031528568548695e-07,0.0001360266612256002,6.425222854838956e-07,9.022835313856427e-07,3.5,1.5,3.774917217635375,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003145.1 uncultured marine virus, ASM200314v1",b7389bd607efa11f6cb82d2130f7f272,0.00017003332653200027,4000,14,197000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,0.6358879384880263,0.7557955390466745,0.6958417387673503,0.7557955390466745,True,14,6311,15516187
4000,6.425222854838956e-07,0.02962962962962963,6.425222854838956e-07,3.222441183520152e-07,1.25,1.0,0.4330127018922193,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_020892765.1 Escherichia phage JohannJBalmer strain=Bas62, ASM2089276v1",f02cf94a01c3943bc98d94c7a1991641,0.02962962962962963,4000,15,193000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,0.6313271376586032,0.8926903619843098,0.7620087498214565,0.8926903619843098,True,5,6316,15516187
4000,6.425222854838956e-07,0.22222222557631877,6.425222854838956e-07,5.155905893632244e-07,2.0,2.0,0.7071067811865476,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002743535.1 Clostridium phage CPS1, ASM274353v1",59bc5a9bfa5c636e8cac94fc4de57ada,0.22222222557631877,4000,16,189000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,True,8,6324,15516187
4000,6.425222854838956e-07,0.029411764705882353,6.425222854838956e-07,7.798307664118768e-06,30.25,4.0,47.214272206611426,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_009671265.1 Listeria phage WIL-3, ASM967126v1",c3b35f0ce3a24e2010f23c3e76e5c3a7,0.029411764705882353,4000,17,185000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,0.6313271376586032,0.8924778662906526,0.7619025019746279,0.8924778662906526,True,121,6445,15516187
4000,6.425222854838956e-07,0.23529412730558652,6.425222854838956e-07,3.8669294202241827e-07,1.5,1.5,0.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_017903855.2 Clostridium phage CPQ1, ASM1790385v1",c54581be1d0ef5ed364511d539c4bc72,0.23529412730558652,4000,18,181000,output_dir/fastp/P2S1_2.fq.gz,P2S1,40677c38,6225465000,31,DNA,1000,6225465,True,,,,,True,6,6451,15516187
