intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
23000,2.2699949793632784e-06,0.05502392344497608,2.2699949793632784e-06,4.528700640307952e-05,28.956521739130434,4.0,55.688167708089566,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.05502392344497608,23000,0,98000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,0.6575613629824051,0.9106943260647719,0.7841278445235884,0.9106943260647719,False,666,666,14706205
3000,2.960863016560798e-07,0.00010201999591920016,2.960863016560798e-07,9.111800087106088e-06,44.666666666666664,2.0,61.0482504981829,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003145.1 uncultured marine virus, ASM200314v1",b7389bd607efa11f6cb82d2130f7f272,0.00010201999591920016,3000,1,95000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,0.6157445702204187,0.7434434045374397,0.6795939873789292,0.7434434045374397,True,134,800,14706205
3000,2.960863016560798e-07,0.033707865168539325,2.960863016560798e-07,2.0399552433819603e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_016918265.1 Phage FAKO05_000032F, ASM1691826v1",ef309f32d8ad5a952ec836ed5df6e495,0.033707865168539325,3000,2,92000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,,,,,True,3,803,14706205
9000,8.882589049682393e-07,0.012295081967213115,2.960863016560798e-07,2.7199403245092805e-07,1.3333333333333333,1.0,0.4714045207910317,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.036885245901639344,3000,3,89000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,0.6379572819371735,0.8990201822507411,0.7684887320939573,0.8990201822507411,False,4,807,14706205
2000,1.9739086777071985e-07,0.10526315847892492,1.9739086777071985e-07,1.3599701622546403e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_013089615.1 uncultured human fecal virus, ASM1308961v1",0c7de852e6a9b72c8f7ecd94c5730db4,0.10526315847892492,2000,4,87000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,,,,,True,2,809,14706205
2000,1.9739086777071985e-07,8.382580996688881e-05,1.9739086777071985e-07,1.4279686703673722e-06,10.5,10.5,0.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003165.1 uncultured marine virus, ASM200316v1",ebbedbb39603c34982423f706f6a4527,8.382580996688881e-05,2000,5,85000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,0.6077433670485043,0.738747555338536,0.6732454611935201,0.738747555338536,True,21,830,14706205
4000,3.947817355414397e-07,0.008771929824561403,1.9739086777071985e-07,7.47983589240052e-07,5.5,5.5,1.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857745.1 uncultured human fecal virus, ASM185774v1",0fd2345f9f01f8c0fa5b9a2cf69b12c6,0.017543859649122806,2000,6,83000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,0.6214853170546195,0.8777258229670839,0.7496055700108517,0.8777258229670839,True,11,841,14706205
2000,1.9739086777071985e-07,0.07142857142862012,1.9739086777071985e-07,1.3599701622546403e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_013089445.1 uncultured human fecal virus, ASM1308944v1",8ebf6895ee381d23256fdbc541c949bb,0.07142857142862012,2000,7,81000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,,,,,True,2,843,14706205
2000,1.9739086777071985e-07,0.06250000000000078,1.9739086777071985e-07,1.3599701622546403e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_022516455.1 Staphylococcus phage ECel-2020c, ASM2251645v1",66aea475431a75ed6da230fbdd281abd,0.06250000000000078,2000,8,79000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,,,,,True,2,845,14706205
2000,1.9739086777071985e-07,0.007936507936507936,1.9739086777071985e-07,2.7199403245092805e-07,2.0,2.0,1.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000871465.1 Cyprinid herpesvirus 3 strain=KHV-U, ViralProj19059",10993da4c55bdc6e446ae403a8e5a589,0.007936507936507936,2000,9,77000,output_dir/fastp/JK1_2.fq.gz,JK1,ff65c554,10132181000,31,DNA,1000,10132181,True,0.6077433670485043,0.8555514101456471,0.7316473885970757,0.8555514101456471,True,4,849,14706205
